"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","evidence_codes","intersection","intersection_gene","intersection_gene_id","term"
"query_1",TRUE,0.0387884046897506,2,30,1,0.0333333333333333,0.5,"CORUM:7485","CORUM","HAS1-HAS2 complex",3383,2857,"CORUM","HAS1","HAS1","ENSG00000105509","CORUM - HAS1-HAS2 complex"
"query_1",TRUE,0.0387884046897506,3,30,1,0.0333333333333333,0.333333333333333,"CORUM:6953","CORUM","ARTN-GFRA3-RET comples",3383,2482,"CORUM","ARTN","ARTN","ENSG00000117407","CORUM - ARTN-GFRA3-RET comples"
"query_1",TRUE,0.0387884046897506,3,30,1,0.0333333333333333,0.333333333333333,"CORUM:6931","CORUM","FOXP3-TRIM28-ZFP90 complex",3383,2469,"CORUM","FOXP3","FOXP3","ENSG00000049768","CORUM - FOXP3-TRIM28-ZFP90 complex"
"query_1",TRUE,0.0387884046897506,2,30,1,0.0333333333333333,0.5,"CORUM:6797","CORUM","LPAR2-SIVA1 complex",3383,2379,"CORUM","LPAR2","LPAR2","ENSG00000064547","CORUM - LPAR2-SIVA1 complex"
"query_1",TRUE,0.0387884046897506,2,30,1,0.0333333333333333,0.5,"CORUM:6795","CORUM","LPAR2-SIVA1 complex",3383,2377,"CORUM","LPAR2","LPAR2","ENSG00000064547","CORUM - LPAR2-SIVA1 complex"
"query_1",TRUE,0.0387884046897506,3,30,1,0.0333333333333333,0.333333333333333,"CORUM:6794","CORUM","LPAR2-TRIP6-NHERF2 complex, LPA stimulated",3383,2376,"CORUM","LPAR2","LPAR2","ENSG00000064547","CORUM - LPAR2-TRIP6-NHERF2 complex, LPA stimulated"
"query_1",TRUE,0.0387884046897506,2,30,1,0.0333333333333333,0.5,"CORUM:6369","CORUM","mGluR3-mGluR4 complex",3383,2084,"CORUM","GRM3","GRM3","ENSG00000198822","CORUM - mGluR3-mGluR4 complex"
"query_1",TRUE,0.0387884046897506,3,30,1,0.0333333333333333,0.333333333333333,"CORUM:6439","CORUM","SCNN1B-SCNN1G-SCNN1D complex",3383,2128,"CORUM","SCNN1D","SCNN1D","ENSG00000162572","CORUM - SCNN1B-SCNN1G-SCNN1D complex"
"query_1",TRUE,0.0387884046897506,2,30,1,0.0333333333333333,0.5,"CORUM:6371","CORUM","mGluR3-mGluR8 complex",3383,2086,"CORUM","GRM3","GRM3","ENSG00000198822","CORUM - mGluR3-mGluR8 complex"
"query_1",TRUE,0.0387884046897506,2,30,1,0.0333333333333333,0.5,"CORUM:6370","CORUM","mGluR3-mGluR7 complex",3383,2085,"CORUM","GRM3","GRM3","ENSG00000198822","CORUM - mGluR3-mGluR7 complex"
"query_1",TRUE,0.0387884046897506,3,30,1,0.0333333333333333,0.333333333333333,"CORUM:6975","CORUM","JUN-FBW7-PRR7 complex",3383,2497,"CORUM","PRR7","PRR7","ENSG00000131188","CORUM - JUN-FBW7-PRR7 complex"
"query_1",TRUE,0.0387884046897506,3,30,1,0.0333333333333333,0.333333333333333,"CORUM:6250","CORUM","LPA(2)-NHERF2-PLC-beta3 complex",3383,2005,"CORUM","LPAR2","LPAR2","ENSG00000064547","CORUM - LPA(2)-NHERF2-PLC-beta3 complex"
"query_1",TRUE,0.0387884046897506,3,30,1,0.0333333333333333,0.333333333333333,"CORUM:6737","CORUM","H2A-H2B-TDIF2-PCNA complex",3383,2344,"CORUM","H2BC21","H2BC21","ENSG00000184678","CORUM - H2A-H2B-TDIF2-PCNA complex"
"query_1",TRUE,0.0387884046897506,3,30,1,0.0333333333333333,0.333333333333333,"CORUM:7071","CORUM","GNAI1-GNB1-GNG8 complex",3383,2568,"CORUM","GNG8","GNG8","ENSG00000167414","CORUM - GNAI1-GNB1-GNG8 complex"
